#1
double t_data(1345,16)	#t	S.O2	S.I	S.S	S.NH	S.N2	S.NO	S.ALK	X.I	X.S	X.H	X.A	X.STO	X.SS	S.P	Q
13.65	0	30	58.95	26.79	0	0	7	40.62	195.9	26.28	0	0	197.1	7.968	17270
13.66	0	30	59.39	27.29	0	0	7	39.31	193.8	25.91	0	0	194.3	8.035	16900
13.67	0	30	60.21	27.12	0	0	7	38.35	191.4	25.53	0	0	191.5	8.078	16690
13.68	0	30	62.43	27.42	0	0	7	37.3	189	25.14	0	0	188.6	8.275	16450
13.69	0	30	65.87	28.33	0	0	7	35.87	186.3	24.69	0	0	185.2	8.624	16040
13.7	0	30	65.62	28.28	0	0	7	34.81	183.4	24.25	0	0	181.8	8.584	15810
13.71	0	30	64	27.71	0	0	7	33.75	180.5	23.81	0	0	178.6	8.388	15570
13.72	0	30	59.54	26.69	0	0	7	33	177.7	23.42	0	0	175.6	7.919	15460
13.73	0	30	58.34	26.57	0	0	7	32.42	175.2	23.07	0	0	173	7.799	15400
13.74	0	30	57.34	26.62	0	0	7	33.14	173.5	22.96	0	0	172.2	7.716	15920
13.75	0	30	58.69	27.46	0	0	7	37.37	174	23.48	0	0	176.1	7.915	17880
13.76	0	30	60.47	28.33	0	0	7	36.77	176.3	23.68	0	0	177.6	8.142	17370
13.77	0	30	63.25	29.27	0	0	7	37.86	177.8	23.96	0	0	179.7	8.46	17740
13.78	0	30	62.37	30.63	0	0	7	36.79	179	23.98	0	0	179.9	8.501	17120
13.79	0	30	62.22	30.59	0	0	7	35.1	178.8	23.77	0	0	178.3	8.478	16360
13.8	0	30	62.01	28.16	0	0	7	31.78	176.7	23.16	0	0	173.7	8.24	14960
13.81	0	30	66.41	29.8	0	0	7	32.3	173.7	22.89	0	0	171.7	8.734	15480
13.82	0	30	67.19	29.82	0	0	7	36.73	173.6	23.37	0	0	175.3	8.816	17620
13.83	0	30	68.47	30.3	0	0	7	39.07	176.5	23.96	0	0	179.7	8.982	18410
13.84	0	30	71.89	32.13	0	0	7	39.66	179.7	24.38	0	0	182.8	9.432	18360
13.85	0	30	75.64	33.77	0	0	7	42.73	182.9	25.07	0	0	188	9.903	19400
13.86	0	30	77.44	34.3	0	0	7	38.68	185.7	24.93	0	0	187	10.093	17350
13.88	0	30	80.08	35.64	0	0	7	35.56	184.5	24.45	0	0	183.4	10.409	16060
13.89	0	30	82.6	36.06	0	0	7	37.62	182.7	24.48	0	0	183.6	10.656	17150
13.9	0	30	83.84	35.93	0	0	7	45.3	184.7	25.55	0	0	191.6	10.781	20300
13.91	0	30	84.22	35.45	0	0	7	43.18	189.6	25.87	0	0	194	10.783	18930
13.92	0	30	83.38	35.7	0	0	7	43.18	191.5	26.08	0	0	195.6	10.74	18740
13.93	0	30	82	35.63	0	0	7	44.15	193.1	26.36	0	0	197.7	10.628	19000
13.94	0	30	80.14	35.38	0	0	7	40.4	193.9	26.03	0	0	195.2	10.442	17360
13.95	0	30	77.75	34.94	0	0	7	48.2	194	26.91	0	0	201.9	10.235	20540
13.96	0	30	75.62	34.14	0	0	7	47.34	198.3	27.29	0	0	204.7	10.002	19800
13.97	0	30	71.87	32.7	0	0	7	46.48	200.3	27.42	0	0	205.7	9.574	19270
13.98	0	30	69.46	31.47	0	0	7	45.63	201.1	27.41	0	0	205.6	9.269	18860
13.99	0	30	67.5	30.68	0	0	7	44.47	201	27.27	0	0	204.5	9.036	18410
14	0	30	63.63	30.25	0	0	7	58.48	224.4	31.43	0	0	235.7	8.808	21480
